DataSet,PubID,TrialID,TrtID,IFN,VarName,Varvalue,VarUnits,N,SE,SD
NRC2019,24,-,6,Vit1,Dietary_inclusion,2,%DM,-,-,-
NRC2019,24,-,6,3-05-184,Dietary_inclusion,23.4,%DM,-,-,-
NRC2019,24,-,6,1-04-069,Dietary_inclusion,9.5,%DM,-,-,-
NRC2019,24,-,6,HtTrtSBM,Dietary_inclusion,11.6,%DM,-,-,-
NRC2019,27,-,7,1-00-071,IngredientName,"alfalfa hay",-,-,-,-
NRC2019,27,-,7,3-02-912,IngredientName,"corn silage",-,-,-,-
NRC2019,27,-,7,4-02-935,IngredientName,"corn grain",-,-,-,-
NRC2019,27,-,7,5-04-612,IngredientName,"soybean meal",-,-,-,-
NRC2019,27,-,7,6-28-635,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,27,-,7,6-04-152,IngredientName,salt,-,-,-,-
NRC2019,27,-,7,Vit1,IngredientName,"vitamin premix",-,-,-,-
NRC2019,27,-,7,1-00-071,Dietary_inclusion,17.5,%DM,-,-,-
NRC2019,27,-,7,3-02-912,Dietary_inclusion,32.5,%DM,-,-,-
NRC2019,27,-,7,4-02-935,Dietary_inclusion,35.27,%DM,-,-,-
NRC2019,27,-,7,5-04-612,Dietary_inclusion,12.71,%DM,-,-,-
NRC2019,27,-,7,6-28-635,Dietary_inclusion,1.08,%DM,-,-,-
NRC2019,27,-,7,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,27,-,7,Vit1,Dietary_inclusion,0.45,%DM,-,-,-
NRC2019,27,-,8,1-00-071,IngredientName,"alfalfa hay",-,-,-,-
NRC2019,27,-,8,3-02-912,IngredientName,"corn silage",-,-,-,-
NRC2019,27,-,8,4-02-935,IngredientName,"corn grain",-,-,-,-
NRC2019,27,-,8,5-04-612,IngredientName,"soybean meal",-,-,-,-
NRC2019,27,-,8,6-28-635,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,27,-,8,6-04-152,IngredientName,salt,-,-,-,-
NRC2019,27,-,8,Vit1,IngredientName,"vitamin premix",-,-,-,-
NRC2019,27,-,8,1-00-071,Dietary_inclusion,17.5,%DM,-,-,-
NRC2019,27,-,8,3-02-912,Dietary_inclusion,32.5,%DM,-,-,-
NRC2019,27,-,8,4-02-935,Dietary_inclusion,35.27,%DM,-,-,-
NRC2019,27,-,8,5-04-612,Dietary_inclusion,12.71,%DM,-,-,-
NRC2019,27,-,8,6-28-635,Dietary_inclusion,1.08,%DM,-,-,-
NRC2019,27,-,8,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,27,-,8,Vit1,Dietary_inclusion,0.45,%DM,-,-,-
NRC2019,27,-,9,1-00-071,IngredientName,"alfalfa hay",-,-,-,-
NRC2019,27,-,9,3-02-912,IngredientName,"corn silage",-,-,-,-
NRC2019,27,-,9,4-02-935,IngredientName,"corn grain",-,-,-,-
NRC2019,27,-,9,5-04-612,IngredientName,"soybean meal",-,-,-,-
NRC2019,27,-,9,6-28-635,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,27,-,9,6-04-152,IngredientName,salt,-,-,-,-
NRC2019,27,-,9,Vit1,IngredientName,"vitamin premix",-,-,-,-
NRC2019,27,-,9,1-00-071,Dietary_inclusion,17.5,%DM,-,-,-
NRC2019,27,-,9,3-02-912,Dietary_inclusion,32.5,%DM,-,-,-
NRC2019,27,-,9,4-02-935,Dietary_inclusion,35.27,%DM,-,-,-
NRC2019,27,-,9,5-04-612,Dietary_inclusion,12.71,%DM,-,-,-
NRC2019,27,-,9,6-28-635,Dietary_inclusion,1.08,%DM,-,-,-
NRC2019,27,-,9,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,27,-,9,Vit1,Dietary_inclusion,0.45,%DM,-,-,-
NRC2019,27,-,10,1-00-071,IngredientName,"alfalfa hay",-,-,-,-
NRC2019,27,-,10,3-02-912,IngredientName,"corn silage",-,-,-,-
NRC2019,27,-,10,4-02-935,IngredientName,"corn grain",-,-,-,-
NRC2019,27,-,10,5-04-612,IngredientName,"soybean meal",-,-,-,-
NRC2019,27,-,10,6-28-635,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,27,-,10,6-04-152,IngredientName,salt,-,-,-,-
NRC2019,27,-,10,Vit1,IngredientName,"vitamin premix",-,-,-,-
NRC2019,27,-,10,1-00-071,Dietary_inclusion,17.5,%DM,-,-,-
NRC2019,27,-,10,3-02-912,Dietary_inclusion,32.5,%DM,-,-,-
NRC2019,27,-,10,4-02-935,Dietary_inclusion,35.27,%DM,-,-,-
NRC2019,27,-,10,5-04-612,Dietary_inclusion,12.71,%DM,-,-,-
NRC2019,27,-,10,6-28-635,Dietary_inclusion,1.08,%DM,-,-,-
NRC2019,27,-,10,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,27,-,10,Vit1,Dietary_inclusion,0.45,%DM,-,-,-
NRC2019,28,-,11,3-02-912,IngredientName,"corn silage",-,-,-,-
NRC2019,28,-,11,3-00-217,IngredientName,"Alfalfa silage",-,-,-,-
NRC2019,28,-,11,5-04-597,IngredientName,"roasted soybeans",-,-,-,-
NRC2019,28,-,11,5-04-912,IngredientName,"soybean meal",-,-,-,-
NRC2019,28,-,11,5-00-380,IngredientName,"blood meal",-,-,-,-
NRC2019,28,-,11,4-25-306,IngredientName,tallow,-,-,-,-
NRC2019,28,-,11,4-26-023,IngredientName,"ground shelled corn",-,-,-,-
NRC2019,28,-,11,1-04-560,IngredientName,"soybean hulls",-,-,-,-
NRC2019,28,-,11,6-04-152,IngredientName,"TM salt",-,-,-,-
NRC2019,28,-,11,6-28-635,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,28,-,11,6-02-632,IngredientName,limestone,-,-,-,-
NRC2019,28,-,11,6-02-756,IngredientName,MgO,-,-,-,-
NRC2019,28,-,11,Vit1,IngredientName,"vitamin premix",-,-,-,-
NRC2019,28,-,11,6-01-087,IngredientName,"calcium sulfate",-,-,-,-
NRC2019,28,-,11,3-02-912,Dietary_inclusion,24,%DM,-,-,-
NRC2019,28,-,11,3-00-217,Dietary_inclusion,24,%DM,-,-,-
NRC2019,28,-,11,5-04-597,Dietary_inclusion,8.33,%DM,-,-,-
NRC2019,28,-,11,5-04-912,Dietary_inclusion,6.89,%DM,-,-,-
NRC2019,28,-,11,5-00-380,Dietary_inclusion,2,%DM,-,-,-
NRC2019,28,-,11,4-25-306,Dietary_inclusion,2.78,%DM,-,-,-
NRC2019,28,-,11,4-26-023,Dietary_inclusion,14.69,%DM,-,-,-
NRC2019,28,-,11,1-04-560,Dietary_inclusion,15,%DM,-,-,-
NRC2019,28,-,11,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,28,-,11,6-28-635,Dietary_inclusion,0.55,%DM,-,-,-
NRC2019,28,-,11,6-02-632,Dietary_inclusion,0.78,%DM,-,-,-
NRC2019,28,-,11,6-02-756,Dietary_inclusion,0.24,%DM,-,-,-
NRC2019,28,-,11,Vit1,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,28,-,11,6-01-087,Dietary_inclusion,0.14,%DM,-,-,-
NRC2019,28,-,12,3-02-912,IngredientName,"corn silage",-,-,-,-
NRC2019,28,-,12,3-00-217,IngredientName,"Alfalfa silage",-,-,-,-
NRC2019,28,-,12,5-04-597,IngredientName,"roasted soybeans",-,-,-,-
NRC2019,28,-,12,5-04-912,IngredientName,"soybean meal",-,-,-,-
NRC2019,28,-,12,5-00-380,IngredientName,"blood meal",-,-,-,-
NRC2019,28,-,12,HydrTal,IngredientName,"Partially hydrogenated tallow",-,-,-,-
NRC2019,28,-,12,4-26-023,IngredientName,"ground shelled corn",-,-,-,-
NRC2019,28,-,12,1-04-560,IngredientName,"soybean hulls",-,-,-,-
NRC2019,28,-,12,6-04-152,IngredientName,"TM salt",-,-,-,-
NRC2019,28,-,12,6-28-635,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,28,-,12,6-02-632,IngredientName,limestone,-,-,-,-
NRC2019,28,-,12,6-02-756,IngredientName,MgO,-,-,-,-
NRC2019,28,-,12,Vit1,IngredientName,"vitamin premix",-,-,-,-
NRC2019,28,-,12,6-01-087,IngredientName,"calcium sulfate",-,-,-,-
NRC2019,28,-,12,3-02-912,Dietary_inclusion,24,%DM,-,-,-
NRC2019,28,-,12,3-00-217,Dietary_inclusion,24,%DM,-,-,-
NRC2019,28,-,12,5-04-597,Dietary_inclusion,8.33,%DM,-,-,-
NRC2019,28,-,12,5-04-912,Dietary_inclusion,6.89,%DM,-,-,-
NRC2019,28,-,12,5-00-380,Dietary_inclusion,2,%DM,-,-,-
NRC2019,28,-,12,HydrTal,Dietary_inclusion,2.78,%DM,-,-,-
NRC2019,28,-,12,4-26-023,Dietary_inclusion,14.69,%DM,-,-,-
NRC2019,28,-,12,1-04-560,Dietary_inclusion,15,%DM,-,-,-
NRC2019,28,-,12,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,28,-,12,6-28-635,Dietary_inclusion,0.55,%DM,-,-,-
NRC2019,28,-,12,6-02-632,Dietary_inclusion,0.78,%DM,-,-,-
NRC2019,28,-,12,6-02-756,Dietary_inclusion,0.24,%DM,-,-,-
NRC2019,28,-,12,Vit1,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,28,-,12,6-01-087,Dietary_inclusion,0.14,%DM,-,-,-
NRC2019,28,-,13,3-02-912,IngredientName,"corn silage",-,-,-,-
NRC2019,28,-,13,3-00-217,IngredientName,"Alfalfa silage",-,-,-,-
NRC2019,28,-,13,5-04-597,IngredientName,"roasted soybeans",-,-,-,-
NRC2019,28,-,13,5-04-912,IngredientName,"soybean meal",-,-,-,-
NRC2019,28,-,13,5-00-380,IngredientName,"blood meal",-,-,-,-
NRC2019,28,-,13,EB100,IngredientName,"Energy Booster 100",-,-,-,-
NRC2019,28,-,13,4-26-023,IngredientName,"ground shelled corn",-,-,-,-
NRC2019,28,-,13,1-04-560,IngredientName,"soybean hulls",-,-,-,-
NRC2019,28,-,13,6-04-152,IngredientName,"TM salt",-,-,-,-
NRC2019,28,-,13,6-28-635,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,28,-,13,6-02-632,IngredientName,limestone,-,-,-,-
NRC2019,28,-,13,6-02-756,IngredientName,MgO,-,-,-,-
NRC2019,28,-,13,Vit1,IngredientName,"vitamin premix",-,-,-,-
NRC2019,28,-,13,6-01-087,IngredientName,"calcium sulfate",-,-,-,-
NRC2019,28,-,13,3-02-912,Dietary_inclusion,24,%DM,-,-,-
NRC2019,28,-,13,3-00-217,Dietary_inclusion,24,%DM,-,-,-
NRC2019,28,-,13,5-04-597,Dietary_inclusion,8.33,%DM,-,-,-
NRC2019,28,-,13,5-04-912,Dietary_inclusion,6.89,%DM,-,-,-
NRC2019,28,-,13,5-00-380,Dietary_inclusion,2,%DM,-,-,-
NRC2019,28,-,13,EB100,Dietary_inclusion,2.5,%DM,-,-,-
NRC2019,28,-,13,4-26-023,Dietary_inclusion,14.97,%DM,-,-,-
NRC2019,28,-,13,1-04-560,Dietary_inclusion,15,%DM,-,-,-
NRC2019,28,-,13,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,28,-,13,6-28-635,Dietary_inclusion,0.55,%DM,-,-,-
NRC2019,28,-,13,6-02-632,Dietary_inclusion,0.78,%DM,-,-,-
NRC2019,28,-,13,6-02-756,Dietary_inclusion,0.24,%DM,-,-,-
NRC2019,28,-,13,Vit1,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,28,-,13,6-01-087,Dietary_inclusion,0.14,%DM,-,-,-
NRC2019,28,-,14,3-02-912,IngredientName,"corn silage",-,-,-,-
NRC2019,28,-,14,3-00-217,IngredientName,"Alfalfa silage",-,-,-,-
NRC2019,28,-,14,5-04-597,IngredientName,"roasted soybeans",-,-,-,-
NRC2019,28,-,14,5-04-912,IngredientName,"soybean meal",-,-,-,-
NRC2019,28,-,14,5-00-380,IngredientName,"blood meal",-,-,-,-
NRC2019,28,-,14,HydrTal,IngredientName,"Partially hydrogenated tallow",-,-,-,-
NRC2019,28,-,14,4-25-306,IngredientName,Tallow,-,-,-,-
NRC2019,28,-,14,4-26-023,IngredientName,"ground shelled corn",-,-,-,-
NRC2019,28,-,14,1-04-560,IngredientName,"soybean hulls",-,-,-,-
NRC2019,28,-,14,6-04-152,IngredientName,"TM salt",-,-,-,-
NRC2019,28,-,14,6-28-635,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,28,-,14,6-02-632,IngredientName,limestone,-,-,-,-
NRC2019,28,-,14,6-02-756,IngredientName,MgO,-,-,-,-
NRC2019,28,-,14,Vit1,IngredientName,"vitamin premix",-,-,-,-
NRC2019,28,-,14,6-01-087,IngredientName,"calcium sulfate",-,-,-,-
NRC2019,28,-,14,3-02-912,Dietary_inclusion,24,%DM,-,-,-
NRC2019,28,-,14,3-00-217,Dietary_inclusion,24,%DM,-,-,-
NRC2019,28,-,14,5-04-597,Dietary_inclusion,8.33,%DM,-,-,-
NRC2019,28,-,14,5-04-912,Dietary_inclusion,6.89,%DM,-,-,-
NRC2019,28,-,14,5-00-380,Dietary_inclusion,2,%DM,-,-,-
NRC2019,28,-,14,HydrTal,Dietary_inclusion,1.806,%DM,-,-,-
NRC2019,28,-,14,4-25-306,Dietary_inclusion,0.774,%DM,-,-,-
NRC2019,28,-,14,4-26-023,Dietary_inclusion,14.89,%DM,-,-,-
NRC2019,28,-,14,1-04-560,Dietary_inclusion,15,%DM,-,-,-
NRC2019,28,-,14,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,28,-,14,6-28-635,Dietary_inclusion,0.55,%DM,-,-,-
NRC2019,28,-,14,6-02-632,Dietary_inclusion,0.78,%DM,-,-,-
NRC2019,28,-,14,6-02-756,Dietary_inclusion,0.24,%DM,-,-,-
NRC2019,28,-,14,Vit1,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,28,-,14,6-01-087,Dietary_inclusion,0.14,%DM,-,-,-
NRC2019,29,-,15,3-28-248,IngredientName,"Corn silage",-,-,-,-
NRC2019,29,-,15,1-00-071,IngredientName,"alfalfa hay",-,-,-,-
NRC2019,29,-,15,4-26-023,IngredientName,"ground shelled corn",-,-,-,-
NRC2019,29,-,15,5-04-612,IngredientName,"soybean meal (diet plus rumen dose)",-,-,-,-
NRC2019,29,-,15,5-02-009,IngredientName,"Fish Meal (rumen dosed)",-,-,-,-
NRC2019,29,-,15,4-03-309,IngredientName,oats,-,-,-,-
NRC2019,29,-,15,5-28-235,IngredientName,"distillers grains",-,-,-,-
NRC2019,29,-,15,5-00-388,IngredientName,"meat and bone meal",-,-,-,-
NRC2019,29,-,15,4-00-668,IngredientName,"beet molasses",-,-,-,-
NRC2019,29,-,15,4-25-306,IngredientName,"animal fat",-,-,-,-
NRC2019,29,-,15,5-00-070,IngredientName,urea,-,-,-,-
NRC2019,29,-,15,6-04-152,IngredientName,salt,-,-,-,-
NRC2019,29,-,15,6-28-335,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,29,-,15,6-02-632,IngredientName,limestone,-,-,-,-
NRC2019,29,-,15,Vit1,IngredientName,"mineral & vitamin mix",-,-,-,-
NRC2019,29,-,15,Dynamate,IngredientName,dynamate,-,-,-,-
NRC2019,29,-,15,3-28-248,Dietary_inclusion,40.1,%DM,-,-,-
NRC2019,29,-,15,1-00-071,Dietary_inclusion,20.6,%DM,-,-,-
NRC2019,29,-,15,4-26-023,Dietary_inclusion,34.54,%DM,-,-,-
NRC2019,29,-,15,5-04-612,Dietary_inclusion,1.61,%DM,-,-,-
NRC2019,29,-,15,5-02-009,Dietary_inclusion,5.524861878,%DM,-,-,-
NRC2019,29,-,15,4-03-309,Dietary_inclusion,0.79,%DM,-,-,-
NRC2019,29,-,15,5-28-235,Dietary_inclusion,0.12,%DM,-,-,-
NRC2019,29,-,15,5-00-388,Dietary_inclusion,0.12,%DM,-,-,-
NRC2019,29,-,15,4-00-668,Dietary_inclusion,0.39,%DM,-,-,-
NRC2019,29,-,15,4-25-306,Dietary_inclusion,0.51,%DM,-,-,-
NRC2019,29,-,15,5-00-070,Dietary_inclusion,0.08,%DM,-,-,-
NRC2019,29,-,15,6-04-152,Dietary_inclusion,0.55,%DM,-,-,-
NRC2019,29,-,15,6-28-335,Dietary_inclusion,0.16,%DM,-,-,-
NRC2019,29,-,15,6-02-632,Dietary_inclusion,0.01,%DM,-,-,-
NRC2019,29,-,15,Vit1,Dietary_inclusion,0.47,%DM,-,-,-
NRC2019,29,-,15,Dynamate,Dietary_inclusion,0.01,%DM,-,-,-
NRC2019,29,-,16,3-28-248,IngredientName,"Corn silage",-,-,-,-
NRC2019,29,-,16,1-00-071,IngredientName,"alfalfa hay",-,-,-,-
NRC2019,29,-,16,4-26-023,IngredientName,"ground shelled corn",-,-,-,-
NRC2019,29,-,16,5-04-612,IngredientName,"soybean meal",-,-,-,-
NRC2019,29,-,16,4-03-309,IngredientName,oats,-,-,-,-
NRC2019,29,-,16,5-28-235,IngredientName,"distillers grains",-,-,-,-
NRC2019,29,-,16,5-00-388,IngredientName,"meat and bone meal",-,-,-,-
NRC2019,29,-,16,4-00-668,IngredientName,"beet molasses",-,-,-,-
NRC2019,29,-,16,4-25-306,IngredientName,"animal fat",-,-,-,-
NRC2019,29,-,16,5-00-070,IngredientName,urea,-,-,-,-
NRC2019,29,-,16,6-04-152,IngredientName,salt,-,-,-,-
NRC2019,29,-,16,6-28-335,IngredientName,"dicalcium phosphate",-,-,-,-
NRC2019,29,-,16,6-02-632,IngredientName,limestone,-,-,-,-
NRC2019,29,-,16,Vit1,IngredientName,"mineral & vitamin mix",-,-,-,-
NRC2019,29,-,16,Dynamate,IngredientName,dynamate,-,-,-,-
NRC2019,29,-,16,3-28-248,Dietary_inclusion,40.1,%DM,-,-,-
NRC2019,29,-,16,1-00-071,Dietary_inclusion,20.6,%DM,-,-,-
NRC2019,29,-,16,4-26-023,Dietary_inclusion,34.54,%DM,-,-,-
NRC2019,29,-,16,5-04-612,Dietary_inclusion,3.204896332,%DM,-,-,-
NRC2019,29,-,16,4-03-309,Dietary_inclusion,0.79,%DM,-,-,-
NRC2019,29,-,16,5-28-235,Dietary_inclusion,0.12,%DM,-,-,-
NRC2019,29,-,16,5-00-388,Dietary_inclusion,0.12,%DM,-,-,-
NRC2019,29,-,16,4-00-668,Dietary_inclusion,0.39,%DM,-,-,-
NRC2019,29,-,16,4-25-306,Dietary_inclusion,0.51,%DM,-,-,-
NRC2019,29,-,16,5-00-070,Dietary_inclusion,0.08,%DM,-,-,-
NRC2019,29,-,16,6-04-152,Dietary_inclusion,0.55,%DM,-,-,-
NRC2019,29,-,16,6-28-335,Dietary_inclusion,0.16,%DM,-,-,-
NRC2019,29,-,16,6-02-632,Dietary_inclusion,0.01,%DM,-,-,-
NRC2019,29,-,16,Vit1,Dietary_inclusion,0.47,%DM,-,-,-
NRC2019,29,-,16,Dynamate,Dietary_inclusion,0.01,%DM,-,-,-
NRC2019,35,-,17,3-02-265,IngredientName,"grass silage",-,-,-,-
NRC2019,35,-,17,4-00-669,IngredientName,"dried sugar beet pulp",-,-,-,-
NRC2019,35,-,17,4-00-668,IngredientName,"beet molasses",-,-,-,-
NRC2019,35,-,17,1-05-175,IngredientName,"barley straw",-,-,-,-
NRC2019,35,-,17,vit/min,IngredientName,"mineral moxture",-,-,-,-
NRC2019,35,-,17,4-00-528,IngredientName,barley,-,-,-,-
NRC2019,35,-,17,5-12-820,IngredientName,"soybean meal",-,-,-,-
NRC2019,35,-,17,3-02-265,Dietary_inclusion,23.48387097,%DM,-,-,-
NRC2019,35,-,17,4-00-669,Dietary_inclusion,8.806451613,%DM,-,-,-
NRC2019,35,-,17,4-00-668,Dietary_inclusion,6.290322581,%DM,-,-,-
NRC2019,35,-,17,1-05-175,Dietary_inclusion,1.677419355,%DM,-,-,-
NRC2019,35,-,17,vit/min,Dietary_inclusion,1.677419355,%DM,-,-,-
NRC2019,35,-,17,4-00-528,Dietary_inclusion,31.06451613,%DM,-,-,-
NRC2019,35,-,17,5-12-820,Dietary_inclusion,27,%DM,-,-,-
NRC2019,35,-,18,3-02-265,IngredientName,"grass silage",-,-,-,-
NRC2019,35,-,18,4-00-669,IngredientName,"dried sugar beet pulp",-,-,-,-
NRC2019,35,-,18,4-00-668,IngredientName,"beet molasses",-,-,-,-
NRC2019,35,-,18,1-05-175,IngredientName,"barley straw",-,-,-,-
NRC2019,35,-,18,vit/min,IngredientName,"mineral moxture",-,-,-,-
NRC2019,35,-,18,4-00-528,IngredientName,barley,-,-,-,-
NRC2019,35,-,18,5-12-820,IngredientName,"soybean meal",-,-,-,-
NRC2019,35,-,18,4-25-306,IngredientName,tallow,-,-,-,-
NRC2019,35,-,18,3-02-265,Dietary_inclusion,32.18897638,%DM,-,-,-
NRC2019,35,-,18,4-00-669,Dietary_inclusion,12.07086614,%DM,-,-,-
NRC2019,35,-,18,4-00-668,Dietary_inclusion,8.622047244,%DM,-,-,-
NRC2019,35,-,18,1-05-175,Dietary_inclusion,2.299212598,%DM,-,-,-
NRC2019,35,-,18,vit/min,Dietary_inclusion,2.299212598,%DM,-,-,-
NRC2019,35,-,18,4-00-528,Dietary_inclusion,21.76181102,%DM,-,-,-
NRC2019,35,-,18,5-12-820,Dietary_inclusion,18.91535433,%DM,-,-,-
NRC2019,35,-,18,4-25-306,Dietary_inclusion,2.236220472,%DM,-,-,-
NRC2019,35,-,19,3-02-265,IngredientName,"grass silage",-,-,-,-
NRC2019,35,-,19,4-00-669,IngredientName,"dried sugar beet pulp",-,-,-,-
NRC2019,35,-,19,4-00-668,IngredientName,"beet molasses",-,-,-,-
NRC2019,35,-,19,1-05-175,IngredientName,"barley straw",-,-,-,-
NRC2019,35,-,19,vit/min,IngredientName,"mineral moxture",-,-,-,-
NRC2019,35,-,19,4-00-528,IngredientName,barley,-,-,-,-
NRC2019,35,-,19,5-12-820,IngredientName,"soybean meal",-,-,-,-
NRC2019,35,-,19,4-25-306,IngredientName,tallow,-,-,-,-
NRC2019,35,-,19,3-02-265,Dietary_inclusion,31.01538462,%DM,-,-,-
NRC2019,35,-,19,4-00-669,Dietary_inclusion,11.63076923,%DM,-,-,-
NRC2019,35,-,19,4-00-668,Dietary_inclusion,8.307692308,%DM,-,-,-
NRC2019,35,-,19,1-05-175,Dietary_inclusion,2.215384615,%DM,-,-,-
NRC2019,35,-,19,vit/min,Dietary_inclusion,2.215384615,%DM,-,-,-
NRC2019,35,-,19,4-00-528,Dietary_inclusion,21.50153846,%DM,-,-,-
NRC2019,35,-,19,5-12-820,Dietary_inclusion,18.69,%DM,-,-,-
NRC2019,35,-,19,4-25-306,Dietary_inclusion,4.423846154,%DM,-,-,-
NRC2019,35,-,20,3-02-265,IngredientName,"grass silage",-,-,-,-
NRC2019,35,-,20,4-00-669,IngredientName,"dried sugar beet pulp",-,-,-,-
